索引,RSR排名,Probit,RSR拟合值,分档等级
513,37.0,6.786155561261077,0.6599735566806249,3
143,106.0,6.225942748902993,0.5836655792992467,3
418,126.0,6.109377725663068,0.5677879682188944,3
332,135.0,6.061884134877072,0.5613187483590285,3
333,123.0,6.1305174297854546,0.570667459777165,3
334,129.0,6.093272269987859,0.5655942041344788,3
514,36.0,6.798662577016726,0.661677168333799,3
128,138.0,6.048747612726431,0.5595293900776255,3
129,125.0,6.118711439650333,0.5690593365634107,3
130,108.0,6.215372047299775,0.5822257178018841,3
131,100.0,6.258507689046771,0.5881013306085705,3
132,89.0,6.334066137964626,0.598393334439626,3
133,84.0,6.371657225572654,0.6035137097678169,3
134,85.0,6.365257371218066,0.60264196972446,3
135,92.0,6.310016688058248,0.5951174991873656,3
136,91.0,6.315957856118375,0.5959267604322893,3
137,90.0,6.321945840856701,0.5967423986931297,3
138,88.0,6.346385644444869,0.6000714049890785,3
139,89.0,6.334066137964626,0.598393334439626,3
140,89.0,6.334066137964626,0.598393334439626,3
141,93.0,6.304121403799863,0.5943144878889413,3
419,77.0,6.418118550622488,0.6098423221501152,3
420,49.0,6.654144786538213,0.6419920414609914,3
421,39.0,6.761948032840843,0.6566761891617088,3
99,87.0,6.352622764219689,0.6009209785514869,3
434,56.0,6.588770958572784,0.6330873101237664,3
433,51.0,6.6347469679133155,0.6393498164489535,3
432,43.0,6.7164151476324765,0.6504740418742097,3
431,38.0,6.773921861517037,0.6583071740796465,3
430,33.0,6.8379751573914636,0.6670320324637566,3
96,144.0,6.018778135032987,0.5554471731494961,3
97,109.0,6.207532264677331,0.5811578415558727,3
98,80.0,6.397836528971105,0.6070796576496236,3
100,112.0,6.189522215745364,0.5787046480975633,3
422,32.0,6.851733757081328,0.6689061254705095,3
429,31.0,6.865852090713503,0.6708292187302511,3
428,30.0,6.880352445403824,0.6728043480263368,3
427,25.0,6.968165059794401,0.6847655221460618,3
426,22.0,7.03310375181142,0.6936109825359316,3
907,143.0,6.025122680009755,0.5563113793652457,3
212,66.0,6.497996598805337,0.6207227093164649,3
424,24.0,6.994970970827795,0.6884168218087978,3
423,25.0,6.968165059794401,0.6847655221460618,3
142,98.0,6.275302474602153,0.5903889900265884,3
144,119.0,6.149741757043593,0.5732860530996049,3
436,134.0,6.066303901815331,0.5619207757816718,3
335,141.0,6.035789621854487,0.5577643499847325,3
213,86.0,6.3589129518125596,0.6017777806130837,3
827,116.0,6.164443705970982,0.5752886420469929,3
826,110.0,6.19976600526848,0.5800999800892384,3
825,107.0,6.22064034884735,0.5829433262293644,3
824,101.0,6.252987625400193,0.5873494290408185,3
823,94.0,6.298271098271453,0.5935176032549447,3
822,83.0,6.3781137589543455,0.6043931702021086,3
821,74.0,6.439001315093951,0.6126868153209186,3
820,71.0,6.460531182013231,0.6156194519219722,3
201,146.0,6.010381991642106,0.5543035136225651,3
202,117.0,6.159515195527643,0.5746173174090377,3
203,99.0,6.266860414784933,0.5892390761092805,3
204,82.0,6.384628258287824,0.60528052632254,3
205,70.0,6.467860416999405,0.6166177852074848,3
206,61.0,6.537691249872052,0.6261296162435139,3
207,58.0,6.57128649757691,0.6307057083025178,3
208,54.0,6.606755068969243,0.635536970429786,3
209,52.0,6.625274397929711,0.638059534184594,3
210,53.0,6.615945457847845,0.6367888161055792,3
214,103.0,6.242060572463501,0.5858610280440109,3
819,63.0,6.521525057392546,0.6239275790482621,3
818,62.0,6.529558186142137,0.6250217914500549,3
177,131.0,6.079689928557748,0.5637441197026851,3
775,147.0,6.006210516645341,0.5537353066614279,3
776,136.0,6.057485014382847,0.560719533239763,3
777,127.0,6.102440367015165,0.566843013381888,3
778,126.0,6.109377725663068,0.5677879682188944,3
779,128.0,6.097844783708499,0.5662170375754028,3
780,130.0,6.086456045535023,0.5646657492867861,3
781,137.0,6.053106263987631,0.5601230927822334,3
782,148.0,6.002056477837372,0.5531694747268359,3
178,124.0,6.125776200730016,0.5700216452018083,3
817,65.0,6.505747005712342,0.6217784114744835,3
179,121.0,6.1400769252954,0.5719695823831792,3
180,130.0,6.086456045535023,0.5646657492867861,3
811,139.0,6.044408794872596,0.558938388930653,3
812,113.0,6.181920524551234,0.5776692028758443,3
813,95.0,6.292464893096989,0.5927267256395978,3
814,78.0,6.4112932697345215,0.6089126337029194,3
815,72.0,6.453279574180799,0.6146316924237083,3
816,69.0,6.47526936144686,0.6176269759165236,3
435,68.0,6.482760183958417,0.6186473194398605,3
425,23.0,7.013671405766345,0.6909640544583087,3
543,2.0,8.08993515299775,0.8375646102978567,3
547,28.0,6.910599598159177,0.6769243877637201,3
534,14.0,7.225823202442786,0.7198617771541915,3
535,12.0,7.289987832126427,0.7286018005927384,3
536,10.0,7.365247646681521,0.7388531266961584,3
537,9.0,7.408550370417579,0.7447514981552015,3
538,7.0,7.511791249730781,0.7588141945264331,3
539,6.0,7.5754833240086015,0.7674898500204712,3
540,4.0,7.74745330729772,0.7909143082006853,3
541,3.0,7.877846118927186,0.8086754366522704,3
542,1.0,8.480488397965473,0.8907628369820608,3
920,59.0,6.558481630864383,0.6289615256313681,3
544,5.0,7.651731984747386,0.7778758693164678,3
475,132.0,6.075206508188439,0.5631334218882378,3
474,113.0,6.181920524551234,0.5776692028758443,3
473,76.0,6.425010540789547,0.6107810972337606,3
472,26.0,6.942703012479365,0.6812972734953018,3
471,19.0,7.096520582427628,0.7022491464077838,3
470,34.0,6.824555935803748,0.6652041669904898,3
469,35.0,6.811457448880408,0.6634199895817847,3
468,47.0,6.6741857759106455,0.6447218743566279,3
467,81.0,6.39120205536241,0.6061759595354395,3
545,8.0,7.456903974645831,0.751337862580225,3
533,16.0,7.169694064175408,0.7122162879421283,3
532,17.0,7.144010667777755,0.7087178887835308,3
531,21.0,7.053335604240414,0.696366813362143,3
517,79.0,6.404533107179547,0.607991815185456,3
512,41.0,6.738731047909187,0.6535137460294795,3
511,44.0,6.7055704338395,0.6489968564964981,3
510,50.0,6.644368536763838,0.6406603942187272,3
509,64.0,6.513588931527052,0.622846579650032,3
508,96.0,6.2867019355423475,0.5919417388898689,3
507,118.0,6.154614690162658,0.5739498074123017,3
506,143.0,6.025122680009755,0.5563113793652457,3
515,40.0,6.750221617123385,0.6550789049768542,3
516,46.0,6.6844636845245375,0.6461218537943267,3
518,99.0,6.266860414784933,0.5892390761092805,3
530,29.0,6.895259294786211,0.6748348469731758,3
519,111.0,6.194628440676585,0.5794001796669246,3
520,120.0,6.144895973215061,0.572625996859145,3
521,133.0,6.07074459706921,0.5625256539021208,3
522,145.0,6.014571123022884,0.5548741256035845,3
525,140.0,6.040089549800799,0.558350053840893,3
526,97.0,6.280981397513278,0.5911625302089856,3
527,75.0,6.431970891035267,0.6117291838133609,3
528,59.0,6.558481630864383,0.6289615256313681,3
529,45.0,6.694922676668298,0.6475464990690012,3
546,20.0,7.074444608725577,0.6992421232466439,3
211,57.0,6.579968353041125,0.6318882853799737,3
548,42.0,6.7274655664796175,0.6519792468478214,3
922,60.0,6.545927318116607,0.6272514715375255,3
549,55.0,6.597698422091423,0.63430334208381,3
71,102.0,6.247505479842007,0.586602692389983,3
72,27.0,6.926403152963983,0.6790770291813886,3
73,15.0,7.196893852192723,0.7159212385662794,3
74,11.0,7.3259724580726555,0.7335033557914206,3
75,13.0,7.256744827428805,0.7240736884278673,3
77,67.0,6.490335144330318,0.619679123589949,3
78,115.0,6.169400664517693,0.5759638416717046,3
76,18.0,7.119668230013645,0.7054021449280976,3
921,48.0,6.664081737514342,0.6433455782127389,3
692,105.0,6.231279842779706,0.5843925581005922,3
551,104.0,6.236652241519907,0.5851243458650051,3
550,73.0,6.446103592918175,0.6136542342081908,3
552,125.0,6.118711439650333,0.5690593365634107,3
689,142.0,6.031508760217644,0.5571812431978989,3
690,122.0,6.135284209184952,0.5713167546282909,3
693,114.0,6.174386524713683,0.5766429780617861,3
691,109.0,6.207532264677331,0.5811578415558727,3
683,652.0,4.412036148499811,0.3365888599131423,2
684,638.0,4.4562108653641115,0.3426060077200996,2
671,244.0,5.639461852487173,0.5037795610021447,2
681,727.0,4.162661639148231,0.30262093915282723,2
670,243.0,5.6425432443553145,0.5041992850352093,2
669,253.0,5.611995793699594,0.5000383409756051,2
668,272.0,5.552536870348975,0.4919392934742424,2
667,293.0,5.487893010387475,0.4831339928903026,2
682,718.0,4.194307925418099,0.3069315583382773,2
694,182.0,5.8661892521534975,0.534662662751731,2
680,728.0,4.159093649353687,0.3021349344086783,2
679,722.0,4.180344302628199,0.3050295386262884,2
673,306.0,5.445919140442015,0.47741662790372724,2
695,228.0,5.6959079368789585,0.5114682222323392,2
666,324.0,5.39520352327432,0.47050852783471026,2
678,706.0,4.235290326213613,0.3125138728515336,2
677,690.0,4.288018894755275,0.31969616202248846,2
676,649.0,4.420960561860647,0.3378044764036224,2
675,358.0,5.296606737096775,0.45707841491415185,2
674,323.0,5.397917919367261,0.470878262462507,2
638,547.0,4.748984081316729,0.38248537400368526,2
640,554.0,4.726910977347258,0.3794787417359418,2
665,548.0,4.745098009440527,0.3819560425098492,2
653,365.0,5.276997817767049,0.4544074353512468,2
688,175.0,5.8957798188835895,0.5386932672772462,2
687,226.0,5.702315414304592,0.5123410006331202,2
686,592.0,4.595283191782251,0.36154939441991624,2
685,620.0,4.513519639579354,0.3504121780719765,2
662,613.0,4.535992877438648,0.3534733135698151,2
661,623.0,4.505029041533564,0.34925565264210395,2
660,624.0,4.502190924514167,0.3488690656798918,2
659,614.0,4.5331967363454115,0.35309244425267167,2
658,605.0,4.558234157889836,0.35650285357347594,2
657,591.0,4.5993647495261705,0.362105353528907,2
656,573.0,4.670452294225566,0.37178836440148205,2
655,453.0,5.015055393207699,0.41872760767225764,2
654,389.0,5.20337896614335,0.4443796288808844,2
652,359.0,5.293985780838951,0.4567214079581741,2
664,571.0,4.6783894464873415,0.37286950360769683,2
651,341.0,5.342822853964462,0.4633736268814574,2
650,333.0,5.365531476972969,0.4664668247745963,2
649,331.0,5.373590895365347,0.4675646181538729,2
648,334.0,5.362850297513527,0.4661016146668779,2
647,348.0,5.322931992526609,0.4606642432843439,2
646,361.0,5.288749901157031,0.4560082157934719,2
645,380.0,5.230352564806963,0.4480537696918619,2
644,466.0,4.981180358548696,0.41411340513791733,2
643,505.0,4.872947566578874,0.39937074795592226,2
642,527.0,4.80685683318676,0.39036836515147383,2
641,542.0,4.767070068723515,0.38494891123009706,2
639,555.0,4.724305581284044,0.37912385427268575,2
663,588.0,4.607507964095014,0.36321456099332644,2
672,278.0,5.5336357146904795,0.48936472015736426,2
597,369.0,5.26398459167952,0.4526348715325685,2
637,536.0,4.783796119435104,0.38722720810447103,2
575,308.0,5.439001208503828,0.47647431922706013,2
577,387.0,5.208504800392331,0.4450778314840799,2
578,651.0,4.415016123981075,0.3369947697684777,2
579,661.0,4.384975496794929,0.33290286139138475,2
580,678.0,4.329442559377142,0.3253385821765615,2
581,677.0,4.33258095554415,0.32576607090663495,2
582,630.0,4.483643734880053,0.3463427069535879,2
583,612.0,4.538785395429411,0.35385368937517964,2
584,595.0,4.585733136465745,0.36024855768607694,2
585,590.0,4.602082080632739,0.3624754879421936,2
586,575.0,4.661165931332072,0.3705234458669538,2
587,544.0,4.758036968566872,0.3837184902414455,2
588,331.0,5.373590895365347,0.4675646181538729,2
589,306.0,5.445919140442015,0.47741662790372724,2
590,301.0,5.461214604570589,0.479500061029521,2
591,294.0,5.483657966778766,0.4825571270907823,2
592,292.0,5.492136822808381,0.48371205311149285,2
593,320.0,5.4060788237506925,0.47198987950047017,2
576,328.0,5.384374765774373,0.4690335159032691,2
574,296.0,5.478024689278611,0.4817898043830858,2
595,351.0,5.315011723342627,0.45958540376405216,2
573,274.0,5.546700392395978,0.4911442923286072,2
523,150.0,5.993799847664814,0.5520448186415852,2
524,152.0,5.98561041686727,0.5509293159499653,2
553,173.0,5.903300622288862,0.5397176945725157,2
554,263.0,5.579039438139353,0.49554927400107823,2
555,338.0,5.3521513969789325,0.46464429087493714,2
561,711.0,4.218374054659524,0.31020966552415535,2
562,673.0,4.345069516310879,0.3274671687599708,2
563,642.0,4.441607768746883,0.3406168836911882,2
564,626.0,4.496502609608125,0.34809424619056,2
565,600.0,4.572024102947484,0.35838121621056046,2
566,531.0,4.79662103385665,0.3889741215238162,2
567,207.0,5.7697613987560095,0.5215279855475135,2
568,189.0,5.835558358257547,0.5304903526813045,2
569,180.0,5.875353888254465,0.5359110005777752,2
570,178.0,5.884592642380834,0.5371694342039888,2
571,185.0,5.853479604299497,0.5329314500775939,2
572,248.0,5.627196357600122,0.5021088475058346,2
594,330.0,5.378977321536404,0.4682983166294528,2
596,362.0,5.286134935754918,0.4556520248668175,2
636,524.0,4.814520366034723,0.391412233978326,2
617,413.0,5.129582313672137,0.43432760371585616,2
619,457.0,5.003763715003895,0.4171895401629718,2
620,488.0,4.918362443180628,0.40555682099826745,2
621,503.0,4.878004905030402,0.40005962057656935,2
622,507.0,4.866621305142726,0.39850903218661254,2
623,510.0,4.85522039434864,0.3969560858351355,2
624,504.0,4.875476633916933,0.39971523849410945,2
625,494.0,4.900726251276032,0.40315455153341023,2
626,476.0,4.953564275229473,0.4103517498976253,2
627,441.0,5.052716291972822,0.4238574921513982,2
628,423.0,5.1017955990947055,0.4305427063684492,2
629,415.0,5.124523366083068,0.4336385119105914,2
630,411.0,5.1359106806464805,0.4351896062857484,2
631,419.0,5.114414892630001,0.43226161165661453,2
632,433.0,5.074087274461386,0.4267684867098603,2
633,450.0,5.023839063182251,0.41992405315682685,2
634,460.0,4.996236284996105,0.41616421024172884,2
635,498.0,4.890634898838229,0.4017799833754097,2
618,431.0,5.079120300158428,0.427454047629885,2
616,399.0,5.17527842859302,0.4405519849275638,2
697,701.0,4.251990544896058,0.3147886510811138,2
615,388.0,5.205941206899802,0.4447286380527133,2
598,407.0,5.14858402169585,0.4369158735199287,2
599,547.0,4.748984081316729,0.38248537400368526,2
600,580.0,4.635809440015032,0.36706957526062595,2
601,584.0,4.623717256215376,0.36542246889761437,2
602,587.0,4.610216568860836,0.36358350677008494,2
603,583.0,4.626409104634653,0.3657891322508277,2
604,557.0,4.719089150353956,0.37841331127073413,2
605,543.0,4.761910672020985,0.3842461370018157,2
606,535.0,4.786363881168837,0.38757696930231605,2
607,532.0,4.794058793100198,0.3886251123519873,2
608,500.0,4.885585107369999,0.4010921387480861,2
609,464.0,4.986199306168208,0.4147970484480658,2
610,386.0,5.211069764915957,0.4454272116669949,2
611,380.0,5.230352564806963,0.4480537696918619,2
612,375.0,5.24454751539313,0.44998729913703756,2
613,373.0,5.251015918683271,0.45086837640101535,2
614,376.0,5.241963031433128,0.4496352601632551,2
696,287.0,5.506347657361079,0.48564774615116707,2
499,707.0,4.231924686829019,0.3120554307588716,2
725,726.0,4.166219000874889,0.30310549622147515,2
931,569.0,4.684988276657373,0.37376834664064845,2
917,233.0,5.676854148042405,0.508872858371507,2
918,218.0,5.728240355300738,0.5158723011808894,2
919,168.0,5.922330218416857,0.5423097630844789,2
923,180.0,5.875353888254465,0.5359110005777752,2
924,230.0,5.686349894828355,0.5101662976056287,2
925,277.0,5.537980384816382,0.489956518456838,2
926,327.0,5.387077683024523,0.4694016869694037,2
927,538.0,4.778656298465834,0.3865271003353958,2
928,559.0,4.712557827236905,0.3775236635409927,2
929,573.0,4.670452294225566,0.37178836440148205,2
930,575.0,4.661165931332072,0.3705234458669538,2
932,568.0,4.687623956677165,0.3741273591567819,2
881,379.0,5.23421919391462,0.44858045283794584,2
933,574.0,4.666475950452378,0.3712467367485411,2
934,576.0,4.654514926280202,0.3696174959638709,2
935,581.0,4.631784713280174,0.3665213572444099,2
936,567.0,4.6902574684614695,0.37448607633217884,2
937,564.0,4.698145211829753,0.37556048543039916,2
938,562.0,4.703393262903225,0.37627533549054876,2
939,549.0,4.741208084316212,0.38142618615552554,2
940,416.0,5.121995094969598,0.43329412982813126,2
941,407.0,5.14858402169585,0.4369158735199287,2
942,402.0,5.167639535013097,0.43951147227655557,2
943,398.0,5.17782697898639,0.4408991293010636,2
916,250.0,5.621098928034098,0.5012783014934181,2
915,383.0,5.221343701534166,0.44682665006930483,2
914,314.0,5.422482772452105,0.4742243020607178,2
913,305.0,5.4500801451366225,0.4779834086790247,2
883,179.0,5.88088811958693,0.5366648319611802,2
884,170.0,5.914678641271905,0.541267522773603,2
885,171.0,5.91087286903535,0.5407491290929527,2
886,189.0,5.835558358257547,0.5304903526813045,2
887,227.0,5.699108087783228,0.511904122728424,2
888,342.0,5.338834068667928,0.4628303045377468,2
889,403.0,5.163823781254241,0.4389917189879828,2
890,518.0,4.829815275887631,0.39349559160485575,2
891,721.0,4.183850112977341,0.30550707375387626,2
892,758.0,4.042546365872986,0.2862597397049524,2
899,686.0,4.302492880562614,0.3216676995475867,2
900,635.0,4.464917184913678,0.34379191711133056,2
901,589.0,4.60479647672568,0.36284522256999036,2
902,541.0,4.770935543764016,0.38547543717782967,2
903,436.0,5.066541213278142,0.42574061898997423,2
904,365.0,5.276997817767049,0.4544074353512468,2
905,186.0,5.848074653548132,0.5321952283229601,2
906,157.0,5.965420306912084,0.5481791709696981,2
908,210.0,5.758004233319085,0.5199265128670627,2
909,232.0,5.680012578368801,0.509303076004147,2
910,245.0,5.636386520369857,0.503360662382778,2
911,260.0,5.589455797849778,0.49696811220621256,2
912,281.0,5.523537013342317,0.4879891509860466,2
944,403.0,5.163823781254241,0.4389917189879828,2
945,406.0,5.15365993357384,0.4376072760730855,2
946,425.0,5.09423192523971,0.42951243958283675,2
973,448.0,5.0326245728293815,0.42112074922776316,2
975,482.0,4.933458786721858,0.4076131314147264,2
976,485.0,4.925912725538614,0.4065852636948403,2
977,484.0,4.92842852682238,0.4069279472308514,2
978,487.0,4.920879699841572,0.40589970277481563,2
979,490.0,4.910807503992769,0.4045277439833413,2
980,489.0,4.91458558298983,0.40504236549911726,2
981,491.0,4.9082880805147235,0.4041845670592585,2
982,489.0,4.91458558298983,0.40504236549911726,2
983,483.0,4.9309438751927965,0.40727056907441145,2
984,480.0,4.939744259662745,0.40846929128187676,2
985,478.0,4.947283708027178,0.40949625825330244,2
986,478.0,4.947283708027178,0.40949625825330244,2
987,477.0,4.951052282018397,0.4100095850686452,2
988,470.0,4.968630638340792,0.4124039766053274,2
989,465.0,4.983689883714676,0.4144552337883502,2
990,461.0,4.993727115331426,0.41582243001501035,2
991,459.0,4.998745430964875,0.41650598724076887,2
992,455.0,5.008782093827594,0.41787310599603095,2
993,454.0,5.01129135828113,0.4182148991341749,2
994,453.0,5.015055393207699,0.41872760767225764,2
995,444.0,5.043924024540265,0.42265987558573886,2
996,440.0,5.056485614800152,0.42437092096756585,2
997,426.0,5.0917119194852765,0.42916918334544213,2
974,468.0,4.974905992473691,0.4132587581645312,2
972,430.0,5.081637556819372,0.42779692940643316,2
947,432.0,5.076603544750647,0.4271112341302739,2
971,417.0,5.119467603428466,0.43294985393315405,2
948,438.0,5.061512636552498,0.42505566407538425,2
949,447.0,5.036390522693207,0.4216337186042017,2
950,458.0,5.001254569035125,0.41684776316393174,2
951,510.0,4.85522039434864,0.3969560858351355,2
952,511.0,4.8501473642947515,0.39626507582239096,2
953,508.0,4.86282300065495,0.3979916557065554,2
954,514.0,4.841260192402133,0.39505453208471414,2
955,509.0,4.860289701118138,0.39764658869007347,2
956,516.0,4.834904568580737,0.39418881679204504,2
957,523.0,4.817072435994079,0.39175985776064265,2
958,519.0,4.827268983854292,0.3931487548481802,2
959,501.0,4.8830591251572635,0.4007480684424752,2
960,499.0,4.888110359758414,0.40143610964251514,2
961,496.0,4.895681902974835,0.40246744833337583,2
962,451.0,5.021329285143835,0.41958219006201186,2
963,443.0,5.046435724770527,0.4230020005070753,2
964,435.0,5.0690561248072035,0.42608318133028916,2
965,437.0,5.064026722537865,0.4253981139663439,2
966,446.0,5.038901439393748,0.4219757367990104,2
967,439.0,5.058998939306143,0.4247132671355301,2
968,418.0,5.1169408748427365,0.43260568196222543,2
969,406.0,5.15365993357384,0.4376072760730855,2
970,411.0,5.1359106806464805,0.4351896062857484,2
882,341.0,5.342822853964462,0.4633736268814574,2
880,449.0,5.027604016757952,0.4204368868263875,2
726,704.0,4.241995766680915,0.31342723753763796,2
784,237.0,5.6642872083307605,0.5071610843275811,2
764,641.0,4.44600107228467,0.341215306468382,2
765,617.0,4.524786259938175,0.3519468323900143,2
766,596.0,4.582997633392225,0.3598759480240768,2
767,577.0,4.6478486030210675,0.3687094595297635,2
768,549.0,4.741208084316212,0.38142618615552554,2
769,520.0,4.82472157140698,0.3928017654771368,2
770,471.0,4.966120164596508,0.41206201874668974,2
771,427.0,5.089192496007231,0.4288260064213593,2
772,360.0,5.291366842539168,0.45636467587326907,2
774,165.0,5.933909941261055,0.5438870658690373,2
783,216.0,5.7347981032164,0.5167655482980249,2
785,252.0,5.615024503205071,0.5004508890133159,2
879,521.0,4.82217302101361,0.392454621103637,2
786,278.0,5.5336357146904795,0.48936472015736426,2
787,297.0,5.475213740061825,0.4814069180146863,2
788,326.0,5.389783431139164,0.46977024363461567,2
789,350.0,5.317649593511094,0.4599447146057715,2
790,382.0,5.223915797965116,0.44717700170701463,2
791,434.0,5.071571473177619,0.4264258031738491,2
792,512.0,4.847609410492533,0.3959193748368682,2
793,697.0,4.2652018967836,0.31658820210667576,2
794,714.0,4.208116190862568,0.30881241644071405,2
795,730.0,4.151925346451868,0.3011585220817406,2
796,746.0,4.08912713096465,0.29260462131174797,2
763,683.0,4.313650105171645,0.32318745279907185,2
762,713.0,4.211544692012525,0.3092794210904322,2
761,740.0,4.115407357619166,0.2961843162007118,2
750,747.0,4.085321358728095,0.29208622763109765,2
727,674.0,4.341957015011045,0.327043207234015,2
728,646.0,4.429839093623084,0.33901384324772604,2
729,618.0,4.521975310721389,0.35156394602161484,2
730,598.0,4.577517227547895,0.3591294483439828,2
731,577.0,4.6478486030210675,0.3687094595297635,2
732,546.0,4.752866366141877,0.3830141896538995,2
733,502.0,4.880532396571534,0.40040389647154656,2
734,448.0,5.0326245728293815,0.42112074922776316,2
735,242.0,5.647176810938282,0.5048304346380179,2
736,199.0,5.798768904251195,0.5254791698553116,2
737,195.0,5.812654079149697,0.5273705039853389,2
738,193.0,5.819655697371801,0.5283242117784122,2
739,194.0,5.816149887022659,0.5278466766508243,2
740,196.0,5.8091681743595585,0.5268956802433402,2
741,214.0,5.741387603841135,0.5176631205304596,2
742,291.0,5.494970958466436,0.48409809776259666,2
743,319.0,5.408805119370458,0.47236123499234534,2
744,340.0,5.346817101204046,0.46391769320998505,2
745,372.0,5.254901990559473,0.4513977078948514,2
746,429.0,5.084155330890465,0.4281398816607019,2
747,660.0,4.388004206300406,0.3333154094290955,2
748,708.0,4.228550324470362,0.3115958004882659,2
749,725.0,4.169765842413678,0.3035886203092267,2
797,757.0,4.046506998318835,0.2867992272790078,2
802,761.0,4.030573292627158,0.28462885768605944,2
803,684.0,4.310471096009617,0.32275443207216253,2
847,423.0,5.1017955990947055,0.4305427063684492,2
849,474.0,4.958587398619357,0.41103596199981857,2
850,513.0,4.845070474729223,0.3955735400959883,2
851,666.0,4.369746175112892,0.3308284376923714,2
852,676.0,4.3357127916692395,0.32619266607711955,2
853,672.0,4.348175685753842,0.32789026780798897,2
854,669.0,4.358998212366146,0.3293644310147618,2
855,665.0,4.372803642399878,0.33124490289886593,2
856,655.0,4.403064658595126,0.3353668310098004,2
857,644.0,4.435733200241474,0.33981669413688426,2
858,639.0,4.4532996076040225,0.34220945807609354,2
859,653.0,4.40905094257295,0.33618223760583227,2
860,668.0,4.363613479630143,0.32999308802192256,2
861,682.0,4.316822193094862,0.3236195307668673,2
862,692.0,4.281538003746488,0.31881338377536467,2
863,702.0,4.2486672969607255,0.31433598323295336,2
864,712.0,4.214963950123108,0.3097451667228201,2
865,733.0,4.141090396049642,0.2996826665997118,2
866,748.0,4.0815022920348865,0.29156602307951557,2
874,694.0,4.275026794388685,0.3179264757906843,2
875,658.0,4.394044862989257,0.3341382222670262,2
876,625.0,4.499348792006347,0.3484819317580368,2
877,592.0,4.595283191782251,0.36154939441991624,2
878,565.0,4.695518074407033,0.37520263652261204,2
848,467.0,4.978670714856165,0.41377156034268875,2
846,377.0,5.239380162671753,0.4492834411996857,2
804,641.0,4.44600107228467,0.341215306468382,2
845,352.0,5.312376043322835,0.4592263912479187,2
805,611.0,4.541574321415235,0.3542335759046375,2
806,572.0,4.674423434215607,0.37232928323420705,2
807,522.0,4.819623315089025,0.39210731933236304,2
808,469.0,4.971140914395608,0.41274590753619206,2
809,393.0,5.19314316681324,0.4429853852532268,2
810,201.0,5.791883809137432,0.5245413339639866,2
828,160.0,5.953493001681165,0.5465545231256927,2
829,174.0,5.899533860592187,0.5392046146143101,2
830,185.0,5.853479604299497,0.5329314500775939,2
831,197.0,5.805692074581901,0.5264221920664234,2
832,217.0,5.7315152969860135,0.5163183891148542,2
