uid,地名,区划码,地级,地级码,地级类,省级,省级码,省级类,曾用名,备注,ENG_NAME,code,VAR_NAME,NAME_2,VAR_NAME2,GID_2,TYPE_2,NAME_1,VAR_NAME1,GID_1,TYPE_1,year,prep,supply,resource,NEIGHBORS,SUM,filled_data_provinceID,filled_data_provinceName,filled_data_cityName,filled_data_precipitation,filled_data_waterSupply,filled_data_totalWaterResources,filled_data_hostPop,filled_data_stayPop,filled_data_ConsummerSupply
"283",乌兰察布市,"150900",乌兰察布市,"150900",地级市,内蒙古自治区,"150000",自治区,,,Wulanchabu,"150900",Wū Lán Chá Bù,Wulanchabu,Wū Lán Chá Bù,"150900",Prefecture City,Neimenggu,Nèi Měng Gǔ,"150000",Autonomous Region,"2018",6019.465,"1646","92488",,,,,,,,,"162","30","1338"
"284",乌鲁木齐市,"650100",乌鲁木齐市,"650100",地级市,新疆维吾尔自治区,"650000",自治区,,,Wulumuqi,"650100",Wū Lǔ Mù Qí,Wulumuqi,Wū Lǔ Mù Qí,"650100",Prefecture City,Xinjiang,Xīn Jiāng,"650000",Autonomous Region,"2018",2870.173,"27462","108816",,,,,,,,,"234","67","1225"
"285",无锡市,"320200",无锡市,"320200",地级市,江苏省,"320000",省,,,Wuxi,"320200",Wú Xī,Wuxi,Wú Xī,"320200",Prefecture City,Jiangsu,Jiāng Sū,"320000",Province,"2018",12699.085,"34495","277948",,,,,,,,,"78","48","930"
"286",芜湖市,"340200",芜湖市,"340200",地级市,安徽省,"340000",省,,,Wuhu,"340200",Wú Hú,Wuhu,Wú Hú,"340200",Prefecture City,Anhui,ān Huī,"340000",Province,"2018",12520.908,"15190","343000",,,,,,,,,"267","112","5048"
"287",吴忠市,"640300",吴忠市,"640300",地级市,宁夏回族自治区,"640000",自治区,,,Wuzhong,"640300",Wú Zhōng,Wuzhong,Wú Zhōng,"640300",Prefecture City,Ningxia,Níng Xià Huí Zú,"640000",Autonomous Region,"2018",4008.413,"2408","15740",,,,,,,,,"378","146","3235"
"288",梧州市,"450400",梧州市,"450400",地级市,广西壮族自治区,"450000",自治区,,,Wuzhou,"450400",Wú Zhōu,Wuzhou,Wú Zhōu,"450400",Prefecture City,Guangxi,Guǎng Xī,"450000",Autonomous Region,"2018",14450.315,"6376","1244000",,,,,,,,,"848","167","7246"
"289",五家渠市,"659004",不统计,"0",不统计,新疆维吾尔自治区,"650000",自治区,,,Wujiaqu,"659004",Wǔ Jiā Qú,Wujiaqu,Wǔ Jiā Qú,"0",NULL,Xinjiang,Xīn Jiāng,"650000",Autonomous Region,"2018",2789.014,"-1","-1",,,,,,,,,"-1","-1","-1"
"290",五指山市,"469001",不统计,"0",不统计,海南省,"460000",省,,,Wuzhishan,"469001",Wǔ Zhǐ Shān,Wuzhishan,Wǔ Zhǐ Shān,"0",NULL,Hainan,Hǎi Nán,"460000",Province,"2018",17637.445,"-1","-1",,,,,,,,,"-1","-1","-1"
"291",武汉市,"420100",武汉市,"420100",地级市,湖北省,"420000",省,,,Wuhan,"420100",Wǔ Hàn,Wuhan,Wǔ Hàn,"420100",Prefecture City,Hubei,Hú Běi,"420000",Province,"2018",11930.341,"115958","351600",,,,,,,,,"570","111","4030"
"292",武威市,"620600",武威市,"620600",地级市,甘肃省,"620000",省,,,Wuwei,"620600",Wǔ Wēi,Wuwei,Wǔ Wēi,"620600",Prefecture City,Gansu,Gān Sù,"620000",Province,"2018",4915.993,"2598","149340",,,,,,,,,"241","33","-1"
"293",西安市,"610100",西安市,"610100",地级市,陕西省,"610000",省,,,Xian,"610100",Xī ān,Xian,Xī ān,"610100",Prefecture City,Shaanxi,Shǎn Xī,"610000",Province,"2018",5660.43,"87516","219000",,,,,,,,,"-1","-1","-1"
"294",西宁市,"630100",西宁市,"630100",地级市,青海省,"630000",省,,,Xining,"630100",Xī Níng,Xining,Xī Níng,"630100",Prefecture City,Qinghai,Qīng Hǎi,"630000",Province,"2018",5578.806,"8950","-1",,,,,,,,,"54","-1","-1"
"295",西双版纳傣族自治州,"532800",西双版纳傣族自治州,"532800",自治州,云南省,"530000",省,,,Xishuangbannadaizu,"532800",Xī Shuāng Bǎn Nà Dǎi Zú,Xishuangbannadaizu,Xī Shuāng Bǎn Nà Dǎi Zú,"532800",Autonomous Prefecture,Yunnan,Yún Nán,"530000",Province,"2018",15134.177,"-1","-1",,,,,,,,,"-1","-1","-1"
"296",锡林郭勒盟,"152500",锡林郭勒盟,"152500",盟,内蒙古自治区,"150000",自治区,,,Xilinguole,"152500",Xī Lín Guō Lè,Xilinguole,Xī Lín Guō Lè,"152500",League,Neimenggu,Nèi Měng Gǔ,"150000",Autonomous Region,"2018",5577.387,"-1","-1",,,,,,,,,"-1","-1","-1"
"297",仙桃市,"429004",不统计,"0",不统计,湖北省,"420000",省,,,Xiantao,"429004",Xiān Táo,Xiantao,Xiān Táo,"0",NULL,Hubei,Hú Běi,"420000",Province,"2018",12210.783,"-1","-1",,,,,,,,,"-1","-1","-1"
"298",咸宁市,"421200",咸宁市,"421200",地级市,湖北省,"420000",省,,,Xianning,"421200",Xián Níng,Xianning,Xián Níng,"421200",Prefecture City,Hubei,Hú Běi,"420000",Province,"2018",14162.701,"3507","901200",,,,,,,,,"999","187","4500"
"299",咸阳市,"610400",咸阳市,"610400",地级市,陕西省,"610000",省,,,Xianyang,"610400",Xián Yáng,Xianyang,Xián Yáng,"610400",Prefecture City,Shaanxi,Shǎn Xī,"610000",Province,"2018",5905.634,"6469","59100",,,,,,,,,"-1","-1","-1"
"301",湘潭市,"430300",湘潭市,"430300",地级市,湖南省,"430000",省,,,Xiangtan,"430300",Xiāng Tán,Xiangtan,Xiāng Tán,"430300",Prefecture City,Hunan,Hú Nán,"430000",Province,"2018",12849.849,"7772","201500",,,,,,,,,"-1","-1","-1"
"302",湘西土家族苗族自治州,"433100",湘西土家族苗族自治州,"433100",自治州,湖南省,"430000",省,,,Xiangxitujiazumiaozu,"433100",Xiāng Xī Tǔ Jiā Zú Miáo Zú,Xiangxitujiazumiaozu,Xiāng Xī Tǔ Jiā Zú Miáo Zú,"433100",Autonomous Prefecture,Hunan,Hú Nán,"430000",Province,"2018",13598.595,"-1","-1",,,,,,,,,"-1","-1","-1"
"303",襄阳市,"420600",襄阳市,"420600",地级市,湖北省,"420000",省,,,Xiangyang,"420600",Xiāng Yáng,Xiangyang,Xiāng Yáng,"420600",Prefecture City,Hubei,Hú Běi,"420000",Province,"2018",9216.482,"10326","454513",,,,,,,,,"373","75","3076"
"304",孝感市,"420900",孝感市,"420900",地级市,湖北省,"420000",省,,,Xiaogan,"420900",Xiào Gǎn,Xiaogan,Xiào Gǎn,"420900",Prefecture City,Hubei,Hú Běi,"420000",Province,"2018",10430.966,"4087","239746",,,,,,,,,"267","135","1346"
"305",忻州市,"140900",忻州市,"140900",地级市,山西省,"140000",省,,,Xinzhou,"140900",Xīn Zhōu,Xinzhou,Xīn Zhōu,"140900",Prefecture City,Shanxi,Shān Xī,"140000",Province,"2018",5894.141,"1282","220100",,,,,,,,,"334","63","1991"
"306",新乡市,"410700",新乡市,"410700",地级市,河南省,"410000",省,,,Xinxiang,"410700",Xīn Xiāng,Xinxiang,Xīn Xiāng,"410700",Prefecture City,Henan,Hé Nán,"410000",Province,"2018",5592.079,"7058","117943",,,,,,,,,"307","138","2885"
"307",新余市,"360500",新余市,"360500",地级市,江西省,"360000",省,,,Xinyu,"360500",Xīn Yú,Xinyu,Xīn Yú,"360500",Prefecture City,Jiangxi,Jiāng Xī,"360000",Province,"2018",14102.808,"5500","191300",,,,,,,,,"289","28","2122"
"308",信阳市,"411500",信阳市,"411500",地级市,河南省,"410000",省,,,Xinyang,"411500",Xìn Yáng,Xinyang,Xìn Yáng,"411500",Prefecture City,Henan,Hé Nán,"410000",Province,"2018",10868.033,"3869","1142100",,,,,,,,,"864","376","21982"
"309",邢台市,"130500",邢台市,"130500",地级市,河北省,"130000",省,,,Xingtai,"130500",Xíng Tái,Xingtai,Xíng Tái,"130500",Prefecture City,Hebei,Hé Běi,"130000",Province,"2018",5902.199,"5449","124600",,,,,,,,,"1058","372","6576"
"310",兴安盟,"152200",兴安盟,"152200",盟,内蒙古自治区,"150000",自治区,,,Xingan,"152200",Xīng ān,Xingan,Xīng ān,"152200",League,Neimenggu,Nèi Měng Gǔ,"150000",Autonomous Region,"2018",5844.161,"-1","-1",,,,,,,,,"-1","-1","-1"
"311",许昌市,"411000",许昌市,"411000",地级市,河南省,"410000",省,,,Xuchang,"411000",Xǔ Chāng,Xuchang,Xǔ Chāng,"411000",Prefecture City,Henan,Hé Nán,"410000",Province,"2018",8056.411,"3772","55371",,,,,,,,,"598","125","2602"
"312",宣城市,"341800",宣城市,"341800",地级市,安徽省,"340000",省,,,Xuancheng,"341800",Xuān Chéng,Xuancheng,Xuān Chéng,"341800",Prefecture City,Anhui,ān Huī,"340000",Province,"2018",14297.193,"3398","977700",,,,,,,,,"171","74","3855"
"313",雅安市,"511800",雅安市,"511800",地级市,四川省,"510000",省,,,Yaan,"511800",Yǎ ān,Yaan,Yǎ ān,"511800",Prefecture City,Sichuan,Sì Chuān,"510000",Province,"2018",11670.513,"1981","1983600",,,,,,,,,"61","60","4332"
"314",烟台市,"370600",烟台市,"370600",地级市,山东省,"370000",省,,,Yantai,"370600",Yān Tái,Yantai,Yān Tái,"370600",Prefecture City,Shandong,Shān Dōng,"370000",Province,"2018",6114.063,"16663","219657",,,,,,,,,"129","24","1115"
"315",延安市,"610600",延安市,"610600",地级市,陕西省,"610000",省,,,Yanan,"610600",Yán ān,Yanan,Yán ān,"610600",Prefecture City,Shaanxi,Shǎn Xī,"610000",Province,"2018",6169.457,"2360","115000",,,,,,,,,"930","166","-1"
"316",延边朝鲜族自治州,"222400",延边朝鲜族自治州,"222400",自治州,吉林省,"220000",省,,,Yanbianchaoxianzu,"222400",Yán Biān Cháo Xiǎn Zú,Yanbianchaoxianzu,Yán Biān Cháo Xiǎn Zú,"222400",Autonomous Prefecture,Jilin,Jí Lín,"220000",Province,"2018",7503.255,"-1","-1",,,,,,,,,"-1","-1","-1"
"317",盐城市,"320900",盐城市,"320900",地级市,江苏省,"320000",省,,,Yancheng,"320900",Yán Chéng,Yancheng,Yán Chéng,"320900",Prefecture City,Jiangsu,Jiāng Sū,"320000",Province,"2018",10655.794,"9069","537150",,,,,,,,,"497","261","17027"
"318",扬州市,"321000",扬州市,"321000",地级市,江苏省,"320000",省,,,Yangzhou,"321000",Yáng Zhōu,Yangzhou,Yáng Zhōu,"321000",Prefecture City,Jiangsu,Jiāng Sū,"320000",Province,"2018",11561.329,"15528","215600",,,,,,,,,"1045","340","9932"
"319",阳江市,"441700",阳江市,"441700",地级市,广东省,"440000",省,,,Yangjiang,"441700",Yáng Jiāng,Yangjiang,Yáng Jiāng,"441700",Prefecture City,Guangdong,Guǎng Dōng,"440000",Province,"2018",20855.373,"7301","1418300",,,,,,,,,"524","40","3139"
"320",阳泉市,"140300",阳泉市,"140300",地级市,山西省,"140000",省,,,Yangquan,"140300",Yáng Quán,Yangquan,Yáng Quán,"140300",Prefecture City,Shanxi,Shān Xī,"140000",Province,"2018",5561.465,"3753","50600",,,,,,,,,"377","290","-1"
"321",伊春市,"230700",伊春市,"230700",地级市,黑龙江省,"230000",省,,,Yichun,"230700",Yī Chūn,Yichun,Yī Chūn,"230700",Prefecture City,Heilongjiang,Hēi Lóng Jiāng,"230000",Province,"2018",7483.754,"2579","1075600",,,,,,,,,"952","551","11851"
"322",伊犁哈萨克自治州,"654000",伊犁哈萨克自治州,"654000",自治州,新疆维吾尔自治区,"650000",自治区,,,Yilihasake,"654000",Yī Lí Hā Sà Kè,Yilihasake,Yī Lí Hā Sà Kè,"654000",Autonomous Prefecture,Xinjiang,Xīn Jiāng,"650000",Autonomous Region,"2018",3036.278,"-1","-1",,,,,,,,,"-1","-1","-1"
"323",宜宾市,"511500",宜宾市,"511500",地级市,四川省,"510000",省,,,Yibin,"511500",Yí Bīn,Yibin,Yí Bīn,"511500",Prefecture City,Sichuan,Sì Chuān,"510000",Province,"2018",11117.347,"6320","736622",,,,,,,,,"252","38","1199"
"324",宜昌市,"420500",宜昌市,"420500",地级市,湖北省,"420000",省,,,Yichang,"420500",Yí Chāng,Yichang,Yí Chāng,"420500",Prefecture City,Hubei,Hú Běi,"420000",Province,"2018",10182.852,"13578","1098323",,,,,,,,,"656","108","4299"
"325",宜春市,"360900",宜春市,"360900",地级市,江西省,"360000",省,,,Yichun,"360900",Yí Chūn,Yichun,Yí Chūn,"360900",Prefecture City,Jiangxi,Jiāng Xī,"360000",Province,"2018",14360.243,"4927","1410000",,,,,,,,,"319","105","2447"
"326",益阳市,"430900",益阳市,"430900",地级市,湖南省,"430000",省,,,Yiyang,"430900",Yì Yáng,Yiyang,Yì Yáng,"430900",Prefecture City,Hunan,Hú Nán,"430000",Province,"2018",12684.715,"5259","819310",,,,,,,,,"111","108","3759"
"327",银川市,"640100",银川市,"640100",地级市,宁夏回族自治区,"640000",自治区,,,Yinchuan,"640100",Yín Chuān,Yinchuan,Yín Chuān,"640100",Prefecture City,Ningxia,Níng Xià Huí Zú,"640000",Autonomous Region,"2018",3399.27,"11690","18280",,,,,,,,,"987","812","38436"
"328",鹰潭市,"360600",鹰潭市,"360600",地级市,江西省,"360000",省,,,Yingtan,"360600",Yīng Tán,Yingtan,Yīng Tán,"360600",Prefecture City,Jiangxi,Jiāng Xī,"360000",Province,"2018",16303.522,"2304","302900",,,,,,,,,"755","114","7576"
"329",营口市,"210800",营口市,"210800",地级市,辽宁省,"210000",省,,,Yingkou,"210800",Yíng Kǒu,Yingkou,Yíng Kǒu,"210800",Prefecture City,Liaoning,Liáo Níng,"210000",Province,"2018",6234.544,"7488","79400",,,,,,,,,"209","137","3030"
"330",永州市,"431100",永州市,"431100",地级市,湖南省,"430000",省,,,Yongzhou,"431100",Yǒng Zhōu,Yongzhou,Yǒng Zhōu,"431100",Prefecture City,Hunan,Hú Nán,"430000",Province,"2018",14584.689,"7780","1771000",,,,,,,,,"518","96","2863"
"331",榆林市,"610800",榆林市,"610800",地级市,陕西省,"610000",省,,,Yulin,"610800",Yú Lín,Yulin,Yú Lín,"610800",Prefecture City,Shaanxi,Shǎn Xī,"610000",Province,"2018",5744.154,"-1","243200",,,,,,,,,"-1","-1","-1"
"332",玉林市,"450900",玉林市,"450900",地级市,广西壮族自治区,"450000",自治区,,,Yulin,"450900",Yù Lín,Yulin,Yù Lín,"450900",Prefecture City,Guangxi,Guǎng Xī,"450000",Autonomous Region,"2018",14404.542,"6755","1015900",,,,,,,,,"356","52","1675"
"333",玉树藏族自治州,"632700",玉树藏族自治州,"632700",自治州,青海省,"630000",省,,,Yushuzangzu,"632700",Yù Shù Zàng Zú,Yushuzangzu,Yù Shù Zàng Zú,"632700",Autonomous Prefecture,Qinghai,Qīng Hǎi,"630000",Province,"2018",6439.565,"-1","-1",,,,,,,,,"-1","-1","-1"
"334",玉溪市,"530400",玉溪市,"530400",地级市,云南省,"530000",省,,,Yuxi,"530400",Yù Xī,Yuxi,Yù Xī,"530400",Prefecture City,Yunnan,Yún Nán,"530000",Province,"2018",9726.396,"3019","468557",,,,,,,,,"301","93","3037"
"335",岳阳市,"430600",岳阳市,"430600",地级市,湖南省,"430000",省,,,Yueyang,"430600",Yuè Yáng,Yueyang,Yuè Yáng,"430600",Prefecture City,Hunan,Hú Nán,"430000",Province,"2018",12281.966,"6294","765600",,,,,,,,,"347","119","6715"
"336",云浮市,"445300",云浮市,"445300",地级市,广东省,"440000",省,,,Yunfu,"445300",Yún Fú,Yunfu,Yún Fú,"445300",Prefecture City,Guangdong,Guǎng Dōng,"440000",Province,"2018",16070.298,"3507","719000",,,,,,,,,"127","123","12877"
"337",运城市,"140800",运城市,"140800",地级市,山西省,"140000",省,,,Yuncheng,"140800",Yùn Chéng,Yuncheng,Yùn Chéng,"140800",Prefecture City,Shanxi,Shān Xī,"140000",Province,"2018",5858.19,"4473","132286",,,,,,,,,"163","68","893"
"338",枣庄市,"370400",枣庄市,"370400",地级市,山东省,"370000",省,,,Zaozhuang,"370400",Zǎo Zhuāng,Zaozhuang,Zǎo Zhuāng,"370400",Prefecture City,Shandong,Shān Dōng,"370000",Province,"2018",9149.814,"4534","106900",,,,,,,,,"523","100","4745"
"339",湛江市,"440800",湛江市,"440800",地级市,广东省,"440000",省,,,Zhanjiang,"440800",Zhàn Jiāng,Zhanjiang,Zhàn Jiāng,"440800",Prefecture City,Guangdong,Guǎng Dōng,"440000",Province,"2018",15927.651,"11661","962900",,,,,,,,,"828","70","3384"
"340",张家界市,"430800",张家界市,"430800",地级市,湖南省,"430000",省,,,Zhangjiajie,"430800",Zhāng Jiā Jiè,Zhangjiajie,Zhāng Jiā Jiè,"430800",Prefecture City,Hunan,Hú Nán,"430000",Province,"2018",13054.701,"2417","913700",,,,,,,,,"592","227","5657"
"341",张家口市,"130700",张家口市,"130700",地级市,河北省,"130000",省,,,Zhangjiakou,"130700",Zhāng Jiā Kǒu,Zhangjiakou,Zhāng Jiā Kǒu,"130700",Prefecture City,Hebei,Hé Běi,"130000",Province,"2018",4999.684,"4926","149100",,,,,,,,,"1208","286","1820"
"342",张掖市,"620700",张掖市,"620700",地级市,甘肃省,"620000",省,,,Zhangye,"620700",Zhāng Yè,Zhangye,Zhāng Yè,"620700",Prefecture City,Gansu,Gān Sù,"620000",Province,"2018",4342.692,"2364","-1",,,,,,,,,"-1","-1","-1"
"343",漳州市,"350600",漳州市,"350600",地级市,福建省,"350000",省,,,Zhangzhou,"350600",Zhāng Zhōu,Zhangzhou,Zhāng Zhōu,"350600",Prefecture City,Fujian,Fú Jiàn,"350000",Province,"2018",13777.036,"5853","1042300",,,,,,,,,"589","220","3130"
"344",长春市,"220100",长春市,"220100",地级市,吉林省,"220000",省,,,Changchun,"220100",Cháng Chūn,Changchun,Cháng Chūn,"220100",Prefecture City,Jilin,Jí Lín,"220000",Province,"2018",6980.678,"25603","343000",,,,,,,,,"130","102","1942"
"345",长沙市,"430100",长沙市,"430100",地级市,湖南省,"430000",省,,,Changsha,"430100",Cháng Shā,Changsha,Cháng Shā,"430100",Prefecture City,Hunan,Hú Nán,"430000",Province,"2018",12577.328,"65054","494800",,,,,,,,,"1259","64","1673"
"346",长治市,"140400",长治市,"140400",地级市,山西省,"140000",省,,,Changzhi,"140400",Cháng Zhì,Changzhi,Cháng Zhì,"140400",Prefecture City,Shanxi,Shān Xī,"140000",Province,"2018",6493.948,"5150","139002",,,,,,,,,"318","177","-1"
"347",昭通市,"530600",昭通市,"530600",地级市,云南省,"530000",省,,,Zhaotong,"530600",Zhāo Tōng,Zhaotong,Zhāo Tōng,"530600",Prefecture City,Yunnan,Yún Nán,"530000",Province,"2018",10079.913,"2091","1328000",,,,,,,,,"412","140","2900"
"348",肇庆市,"441200",肇庆市,"441200",地级市,广东省,"440000",省,,,Zhaoqing,"441200",Zhào Qìng,Zhaoqing,Zhào Qìng,"441200",Prefecture City,Guangdong,Guǎng Dōng,"440000",Province,"2018",16405.906,"13564","1491900",,,,,,,,,"605","141","4477"
"349",镇江市,"321100",镇江市,"321100",地级市,江苏省,"320000",省,,,Zhenjiang,"321100",Zhèn Jiāng,Zhenjiang,Zhèn Jiāng,"321100",Prefecture City,Jiangsu,Jiāng Sū,"320000",Province,"2018",12144.754,"12798","123433",,,,,,,,,"382","301","15149"
"350",郑州市,"410100",郑州市,"410100",地级市,河南省,"410000",省,,,Zhengzhou,"410100",Zhèng Zhōu,Zhengzhou,Zhèng Zhōu,"410100",Prefecture City,Henan,Hé Nán,"410000",Province,"2018",6489.294,"34923","72788",,,,,,,,,"197","112","3603"
"351",中山市,"442000",中山市,"442000",地级市,广东省,"440000",省,,,Zhongshan,"442000",Zhōng Shān,Zhongshan,Zhōng Shān,"442000",Prefecture City,Guangdong,Guǎng Dōng,"440000",Province,"2018",20080.672,"-1","231100",,,,,,,,,"928","913","166500"
"352",中卫市,"640500",中卫市,"640500",地级市,宁夏回族自治区,"640000",自治区,,,Zhongwei,"640500",Zhōng Wèi,Zhongwei,Zhōng Wèi,"640500",Prefecture City,Ningxia,Níng Xià Huí Zú,"640000",Autonomous Region,"2018",4120.398,"869","-1",,,,,,,,,"546","91","1762"
"353",重庆市,"500000",不统计,"0",不统计,重庆市,"500000",直辖市,,,Chongqing,"500000",Chóng Qìng,NULL,NULL,"0",NULL,Chongqing,Chóng Qìng,"500000",Municipality,"2018",11044.438,"124504","5242438",,,,,,,,,"771","381","31460"
"354",舟山市,"330900",舟山市,"330900",地级市,浙江省,"330000",省,,,Zhoushan,"330900",Zhōu Shān,Zhoushan,Zhōu Shān,"330900",Prefecture City,Zhejiang,Zhè Jiāng,"330000",Province,"2018",9961.203,"4860","69328",,,,,,,,,"774","625","35778"
"355",周口市,"411600",周口市,"411600",地级市,河南省,"410000",省,,,Zhoukou,"411600",Zhōu Kǒu,Zhoukou,Zhōu Kǒu,"411600",Prefecture City,Henan,Hé Nán,"410000",Province,"2018",8662.293,"2431","256310",,,,,,,,,"560","171","3286"
"356",珠海市,"440400",珠海市,"440400",地级市,广东省,"440000",省,,,Zhuhai,"440400",Zhū Hǎi,Zhuhai,Zhū Hǎi,"440400",Prefecture City,Guangdong,Guǎng Dōng,"440000",Province,"2018",19916.961,"36614","201800",,,,,,,,,"729","348","47120"
"357",株洲市,"430200",株洲市,"430200",地级市,湖南省,"430000",省,,,Zhuzhou,"430200",Zhū Zhōu,Zhuzhou,Zhū Zhōu,"430200",Prefecture City,Hunan,Hú Nán,"430000",Province,"2018",13555.35,"15233","737100",,,,,,,,,"964","85","2250"
"358",驻马店市,"411700",驻马店市,"411700",地级市,河南省,"410000",省,,,Zhumadian,"411700",Zhù Mǎ Diàn,Zhumadian,Zhù Mǎ Diàn,"411700",Prefecture City,Henan,Hé Nán,"410000",Province,"2018",10097.598,"4751","567698",,,,,,,,,"740","206","6358"
"359",资阳市,"512000",资阳市,"512000",地级市,四川省,"510000",省,,2016年资阳市简阳市改由成都市代管,Ziyang,"512000",Zī Yáng,Ziyang,Zī Yáng,"512000",Prefecture City,Sichuan,Sì Chuān,"510000",Province,"2018",10347.209,"2097","175000",,,,,,,,,"97","-1","-1"
"360",淄博市,"370300",淄博市,"370300",地级市,山东省,"370000",省,,,Zibo,"370300",Zī Bó,Zibo,Zī Bó,"370300",Prefecture City,Shandong,Shān Dōng,"370000",Province,"2018",8039.756,"18546","172234",,,,,,,,,"200","89","1989"
"361",自贡市,"510300",自贡市,"510300",地级市,四川省,"510000",省,,,Zigong,"510300",Zì Gòng,Zigong,Zì Gòng,"510300",Prefecture City,Sichuan,Sì Chuān,"510000",Province,"2018",11199.505,"5544","154853",,,,,,,,,"538","131","7927"
"362",遵义市,"520300",遵义市,"520300",地级市,贵州省,"520000",省,,,Zunyi,"520300",Zūn Yì,Zunyi,Zūn Yì,"520300",Prefecture City,Guizhou,Guì Zhōu,"520000",Province,"2018",10783.002,"-1","-1",,,,,,,,,"1476","831","64080"
"363",三沙市,"460300",三沙市,"460300",地级市,海南省,"460000",省,,,Sansha,"460300",Sān shā,Sansha,Sān shā,"460030",Prefecture City,Hainan,Hǎi Nán,"460000",Province,"2018",12819.092,"-1","-1",,,,,,,,,"301","68","1829"
"364",济宁市,"370800",济宁市,"370800",地级市,山东省,"370000",省,,,Jining,"370800",Jǐ Níng,Jining,Jǐ Níng,"370800",Prefecture City,Shandong,Shān Dōng,"370000",Province,"2018",8086.084,"6436","257557",,,,,,,,,"539","59","1839"
"365",徐州市,"320300",徐州市,"320300",地级市,江苏省,"320000",省,,,Xuzhou,"320300",Xú Zhōu,Xuzhou,Xú Zhōu,"320300",Prefecture City,Jiangsu,Jiāng Sū,"320000",Province,"2018",9898.533,"18242","510400",,,,,,,,,"252","87","2060"
"366",铁门关市,"659006",不统计,"0",不统计,新疆维吾尔自治区,"650000",自治区,,,Tiemenguan,"659006",Tiě Mén Guān,NULL,NULL,"0",NULL,Xinjiang,Xīn Jiāng,"650000",Autonomous Region,"2018",982.783,"-1","-1",,,,,,,,,"-1","-1","-1"
"367",阿坝藏族羌族自治州,"513200",阿坝藏族羌族自治州,"513200",自治州,四川省,"510000",省,,,Abazangzuqiangzu,"513200",ā Bà Zàng Zú Qiāng Zú,Abazangzuqiangzu,ā Bà Zàng Zú Qiāng Zú,"513200",Autonomous Prefecture,Sichuan,Sì Chuān,"510000",Province,"2018",8911.632,"-1","-1",,,,,,,,,"-1","-1","-1"
